title,abstract
deep learning based end-to-end optical wireless communication systems with autoencoders,"The utilization of neural network-based autoencoders (AEs) for the implementation of the physical layer in communication systems has recently emerged as a promising technique for achieving end-to-end optimization of communication links. However, applying conventional AE architecture to intensity modulation/direct detection optical wireless systems is challenging due to positive real-value constraint, eye safety standards, and the limited dynamic range of light sources. To address these issues, in this letter we propose a practical architecture, namely differential AE, that incorporates the concept of differential signaling. This approach allows the transmission of negative encoder output elements. In a shot-noise limited scenario, we assess and compare the performance of the differential AE with state-of-the-art works in the optical wireless domain, highlighting the superior bit-error ratio achieved by the differential AE."
otfs detection based on gaussian mixture distribution: a generalized message passing approach,"The Orthogonal Time Frequency Space (OTFS) modulation has been identified as a promising modulation scheme for wireless communications with high mobility. As for data detection of OTFS symbols, most existing detectors rely on the sophisticated message passing (MP) algorithm and its variants. In particular, the classic sum-product (SP)-MP algorithm can achieve a good detection performance with high complexity, while the Gaussian approximation-based (GA)-MP detector reduces the complexity significantly at the cost of performance degradation. In order to achieve a more flexible detection framework, we propose to adopt the Gaussian mixture distribution (GMD) for representing messages on the factor graph. The proposed scheme can behave as either the classic SP-MP algorithm or the GA-MP algorithm by varying the number of adopted Gaussian components. The simulation results show the proposed scheme can strike a good tradeoff between the error performance and complexity."
a reliable spectrum sensing method based on deep learning for primary user emulation attack detection in cognitive radio network,"Cognitive radio network (CRN) is highly vulnerable to malicious attacks, which can significantly impact the effectiveness and reliability of spectrum sensing. Existing deep learning-based works have proven ineffective in accurately recognizing an unknown attacker due to the prior information about the attacker for training purposes is not easily available in advance. To address the challenge of reliably identifying the known primary user (PU) and the unknown attacker, we combine deep learning with extreme value theory (EVT) to propose a reliable spectrum sensing method for primary user emulation attack (PUEA) detection. Importantly, our method does not rely on acquiring the prior information about the attacker during the training phase. The proposed deep learning-based method not only enables the secondary user (SU) to accurately confirm the presence of PU but also effectively identifies unknown attackers. In addition, the network structure of proposed method is redesigned to extract diverse multi-domain features. The simulation results indicate that the proposed method exhibits remarkable performance under the presence of unknown attacker."
analytical framework for data reception latency modeling in ble 5.x based clustered architecture,"Industrial Internet of Things (IIoT) networks often require minimal data reception latency, which primarily depends on advertising interval in BLE-based networks. Thus, selecting an optimal advertising interval is crucial to get minimal data reception latency. The existing solutions are limited to homogeneous networks (networks using the same set of BLE parameters). However, an IIoT scenario may have numerous devices incorporated with various sensors of different kinds, generating data of different sizes at different periods, which are likely to form a heterogeneous network, thus raising the need to evaluate the heterogeneous networks. To address these issues, we first analytically derived the optimal advertising interval expression that gives minimal latency for a heterogeneous network consisting of n clusters. Based on the analytical expressions, the algorithms are proposed that autonomously optimize the latency for heterogeneous networks. Moreover, an average energy consumption model is also proposed, which will help the service provider to select the suitable parameters, and further help in calculating the expected battery life of the device in the network. Further, the analytical results are verified by a commercial simulator whose simulation results show a good correlation with analytical results thus validates the proposed model."
snr estimation for 5g satellite-to-ground communication in ultra-low snr environment based on channel frequency response reconstruction,"Accurate estimation of transmission parameters is indispensable in 5G satellite-to-ground communication systems. However, the tricky problem in multipath fading channels is to accurately estimate the average signal-to-noise ratio (SNR) within the operating frequency band. In this work, a novel SNR estimation method is proposed based on the channel frequency response (CFR) reconstruction. The noise variance is obtained based on the variance of CFR difference before and after the least squares discrete Fourier transform (LS-DFT) algorithm, while the signal power is calculated based on the power difference of CFR and the noise variance. In addition, a numerical simulation is performed to evaluate the effectiveness of the proposed algorithm in real satellite-to-ground communication scenarios. The analysis reveals that the proposed algorithm achieves the normalized mean square errors (MSE) of −13.32 dB observed under the ultra-low SNR condition of −15 dB for the non-terrestrial network (NTN) tapped delay line (TDL-B) channels. These results indicate a significant enhancement of 4 dB compared to the maximum likelihood (ML), Boumard’s and Zhang’s methods."
enhancing reasoning ability in semantic communication through generative ai-assisted knowledge construction,"Semantic communication (SemCom), a pioneering paradigm that places emphasis on conveying the meaning of information, faces challenges in constructing background knowledge to drive precise reasoning of semantic coding models. Fortunately, the recent emergence of Generative Artificial Intelligence (GAI) technology is promising to create high-quality content that can be harnessed to assist knowledge construction in SemCom, enhancing the reasoning ability of semantic coding models. In this letter, we propose a GAI-assisted SemCom framework, named Gen-SC, where sufficient samples for training SemCom transceivers are generated using GAI as per user contextual information. In addition, to guide the GAI model in producing contextually relevant content, a discriminator is incorporated into Gen-SC to measure the disparity between generated samples and actual samples. The simulation results demonstrate that the Gen-SC achieves higher semantic accuracy, especially when the original training samples are insufficient, in contrast to traditional SemCom without knowledge enhancement."
a scheduler for real-time service in wi-fi 8 multi-ap networks with parameterized spatial reuse,"Real-time applications (RTAs) require low delays and impose a significant challenge to Wi-Fi. In Wi-Fi, high delays are often caused by waiting for the channel to become idle. This problem can be solved with Parameterized Spatial Reuse (PSR), which allows a station (STA) to transmit its frame with reduced power simultaneously with a triggered uplink transmission in an overlapping network. The PSR opportunity depends on the pathloss between involved STAs, so the same transmission may allow PSR for one STA but not for another one. Thus, to satisfy tight delay constraints in dense overlapping networks, access points (APs) in the same area shall often allow PSR for every STA with RTA traffic. This letter proposes a fast scheduler enabling frequent PSR transmissions for RTA traffic. The scheduler uses Multi-AP coordination, the feature of upcoming Wi-Fi 8. With simulations, we show that it almost halves the delay for RTA traffic and does not deteriorate the quality of service for other traffic compared with an airtime fairness scheduler."
schwarz information criterion based thompson sampling for dynamic spectrum access in non-stationary environment,"The listen before talk (LBT) mechanism is often used in dynamic spectrum access (DSA) schemes, which requires secondary users (SUs) to perform spectrum sensing before accessing a channel so as to avoid transmission collisions with primary users (PUs). In the scenario of DSA with multiple PU channels, channel sensing order according to the idle probabilities of PU channels is important for SUs to improve the spectrum efficiency. However, conventional DSA schemes are sluggish in updating the estimates of idle probabilities sequentially, which hinders their application in highly dynamic channels (with time-varying idle probabilities). To overcome this issue, we propose a change detection algorithm with a binary hypothesis testing of Schwarz Information Criterion (SIC), and present an SIC based Thompson Sampling Algorithm (SIC-TSA) to promptly update the estimates of idle probabilities. Moreover, the collision probabilities among SUs are analyzed. Numerical results are provided to show that SIC-TSA outperforms state-of-the-art methods, especially when channel traffic is high."
adaptation metrics for low-order nonstationary line-of-sight-mimo links,"We derive metrics for adaptation of antenna-element spacing in nonstationary pure line-of-sight MIMO (LOS-MIMO) links. An example of such a deployment is a high-frequency and very high-speed wireless link between an indoor base-station and an untethered mixed-reality headset worn by a user whose distance from the base-station is time-variant. Due to the narrow antenna beams required to close the link budget and highly directional propagation at high frequencies, achieving high transmission spectral efficiency must rely on LOS-MIMO transmission—realization of which depends critically on the distance between transmitter and receiver, as well as on the antenna element spacing at the transmitter and receiver. Therefore, metrics that facilitate quick adaptation of the antenna element spacings in response to changes in the LOS-MIMO link length are required. We derive these metrics for MIMO orders two, three and four (i.e., number of transceiver antennas) and show how the transmission rate of the LOS-MIMO link depends on them. We also show how they can be quickly computed from simple measurements of path phase."
low-cost oam spatial oversampling receiver with 1-bit quantized comparators and dl-based detector,"For existing uniform circular array (UCA)-based orbital angular momentum (OAM) point-to-point communications, the OAM signal can only be detected when the number of antennas of the transmitter and receiver are equal. To break through this barrier, in this letter, we first validate the feasibility of spatial oversampling for OAM reception, which can bring the additional signal-to-noise ratio (SNR) gain at the receiver, thus positively influencing the system’s bit error rate (BER). However, more antennas imply the use of high-precision analog-to-digital converters (ADCs) in additional radio frequency (RF) chains, which would result in significant power consumption and costs. Equipping low-cost 1-bit ADCs in the RF chain is a viable approach, but it leads to the deterioration of the OAM receiver’s BER. Therefore, we apply comparators and a deep learning (DL)-based detector to the 1-bit quantized OAM receiver to improve the BER. Numerical simulations validate that our proposed OAM receiver can obtain a better BER and reduce the receiver hardware costs."
joint channel estimation and signal detection for lora systems using convolutional neural network,"In long-range (LoRa) systems, the performance of signal detection is significantly affected by channel fading and the same or different spreading factor (co-SF/inter-SF) interference. Although coherent detection in LoRa systems can achieve more robust performance than the non-coherent detection, the channel estimation is required. Due to the co-SF/inter-SF interference, the estimated channel state information (CSI) is inaccurate, thus further resulting in performance degradation. To address this problem, a convolutional neural network based joint channel estimation and signal detection (CNN-JCESD) structure for the LoRa systems is proposed. Specifically, we construct a new frame structure to obtain more accurate CSI under the co-SF/inter-SF interference. Then, we utilize layer normalization technique in data pre-processing to obtain better performance. Moreover, we design a new CNN for the LoRa systems to achieve jointly channel estimation and signal detection. Simulation results show that the proposed CNN-JCESD structure has better performance and more robustness compared to the existing detectors over Rayleigh block-fading channel and the co-SF/inter-SF interference."
multi-armed-bandit-based framed slotted aloha for throughput optimization,"In this letter, a Multi-Armed-Bandit (MAB) framework is proposed for maximizing the network throughput of Framed Slotted Aloha (FSA). The throughput analysis shows that even with the simplest collision receiver, the network throughput of the proposed MAB-based FSA can reach 1 as nodes independently learn to transmit in turn. Yet a tradeoff between throughput and fairness should be considered when the frame size is smaller than the network size."
energy-aware random access networks: connection-based versus packet-based,"Characterizing and comparing the optimal energy efficiency in energy-aware machine-to-machine (M2M) random access networks remains a challenge due to the distributed nature of the access behavior of nodes. To address this issue, this letter focuses on the energy efficiency limits of two typical random access schemes, i.e., connection-based Aloha and packet-based Aloha, based on which we conducted a performance comparison. Specifically, by integrating limited energy constraints and network throughput, the lifetime throughput can be derived, and further optimized with a guarantee of targeted lifetime via selecting the transmission probability. Then we present a comparative study on the optimal lifetime throughput of packet-based Aloha and connection-based Aloha to characterize criteria for beneficial connection establishment."
efficient irs-aided rate optimizations for dual functional radar and communications,"This letter presents a novel method to enable beam steering optimization for secure communications and resilience against radio tracking in an intelligent reflecting surfaces-enabled multiple-input multiple-output dual-functional radar and communications system. The approach involves optimizing beam steering by solving two convex sub-problems: i) maximizing secrecy rate and ii) maximizing legitimate receiver rate, solved using Taylor series approximation. Evaluation results demonstrate that optimizing radar and beam steering enhances secure communications while maintaining quality of service. Furthermore, the utilization of IRS effectively prevents passive eavesdropping in both line-of-sight (LOS) and non-LOS scenarios."
efficient power allocation strategies in hybrid active-passive reconfigurable intelligent surfaces,"Hybrid active-passive RIS incorporates a fixed number of active elements that serve the dual purpose of reflecting and amplifying incoming signals, resulting in a substantial enhancement of system performance under reduced requirements on the overall power consumption. To date, most of the existing research on active-passive RIS-aided systems has not focused on optimizing the number of active elements on the reflective surfaces. Furthermore, the classical problem of maximizing the achievable rate of a hybrid RIS-enhanced single-input single-output (SISO) communication by splitting the power assigned to the transmitter and RIS is commonly overlooked. In this letter, we propose an algorithm that maximizes the signal-to-noise ratio at the user by optimizing the number of active loads, the complex-valued reflection coefficients at the RIS array, and the transmit power at the access point. Towards a fairness-oriented design, we compare the performance provided by passive RIS, active RIS, and hybrid RIS. Extensive simulation results demonstrate that hybrid RIS would be superior in scenarios where the overall power allocated to the system is significantly small."
mm-net: a multi-modal approach toward automatic modulation classification,"Automatic Modulation Classification (AMC) has become an important component in communication systems for both civil and defense applications. The shortcomings of traditional approaches to AMC have led researchers to develop complex machine learning (ML)-based approaches. In this work, inspired by multi-modal approaches for general Computer Vision tasks like Semantic Segmentation, we propose MM-Net, a multimodal approach to AMC that uses domain-specific features in the form of Higher Order Cumulants (HOCs) to improve classification performance. Furthermore, we explore the usage of HOCs in existing Deep Learning (DL)-based applications for AMC. Simulation results show that for eight modulation classification, MM-Net achieves high classification accuracy even at low SNRs, demonstrating the robustness of the multimodal approach even under challenging channel conditions, while existing methods are improved by utilizing HOCs, especially at low SNR values."
multiple-mode sparse superposed code with low block error rate for short packet urllc,"Sparse superposed code (SSC) is one of the most promising techniques to support the ultra-reliable and low-latency communication (URLLC). Compared with the conventional sparse vector code (SVC), quadrature amplitude modulation (QAM) symbols are exploited to carry information bits in SSC. By such an approach, the dimension of the codebook in SSC can be significantly reduced, which results in a lower block error rate (BLER) of the multi-path matching pursuit (MMP)-based decoder. In similar spirit, a multiple-mode SSC (MSSC) is proposed to further reduce BLER. On the encoding side, the information bits are divided into three parts. The first two parts are the same as traditional SSC, while the remaining information bits are mapped as the permutation of the constellation alphabets. On the decoding side, an enhanced MMP-based decoder is developed, where the extra constellation alphabet permutation detection is realized. Simulation results reveal that the proposed MSSC outperforms the conventional SSC significantly."
beam defocus in near-field wideband cylindrical antenna array systems: analysis and mitigation,"In this letter, a near-field wideband cylindrical antenna array (CLA) system is studied. By deriving the transmitted beam gain, we characterize the beam defocus effect in the system. Then, based on the geometry of CLA, we decompose beam defocus in the CLA system into a combination of beam defocus in circular arrays and beam squint in linear arrays. To mitigate the CLA beam defocus, two precoding architectures are proposed, namely the fully-connected true time delay (TTD) architecture and two-stage delay-phase-precoding (DPP) architecture. Simulation results show that our proposed architectures can alleviate the hardware overhead and effectively mitigate beam defocus."
heterogeneous network for inter-nanosat communication with novel modulation schemes and power control,"In this letter, the problems of using radio frequency (RF) or laser to enable inter-NanoSat communication is first analyzed, and the feasibility of adopting visible light communication (VLC) to replace RF and laser is investigated. Two optical modulation schemes with high flexibility and adaptability are proposed, namely improved asymmetrically clipped optical orthogonal frequency division multiplexing (ACO-OFDM) and improved direct current biased optical OFDM (DCO-OFDM). Then a heterogeneous optical network architecture is proposed for inter-NanoSat communication, in which NanoSats are grouped into pairs. The two NanoSats in each group utilize improved ACO-OFDM and improved DCO-OFDM respectively to balance optical energy efficiency and spectral efficiency and avoid inter-NanoSat interference. In addition, an optimization problem considering optical power control is formulated to minimize the total bit error rate (BER) of each group. Simulation results indicate that the proposed scheme is more suitable for practical scenarios and can obtain a gain of 3.7 dB at a BER of $10^{ -4}$ ."
enhancing wifi access point localization with ai-based filtering,"Accurate location determination of WiFi access points (APs) is crucial for a variety of industrial and commercial applications. Although WiFi beacons are the most common signals emitted by APs, using them for AP position estimation is challenging due to limited bandwidth. This limitation leads to unreliable parameter extraction and hampers AP positioning accuracy. We propose an Artificial Intelligence (AI)-based filter designed to eliminate erroneously extracted parameters. This innovative filter can adapt its criteria based on previously known AP position information, facilitating intelligent collaboration with existing AP localization methods. It begins with a coarse filtering approach to quickly ascertain a rough AP position, then incrementally refines its criteria to enhance AP positioning precision, rigorously preventing the disqualification of data when the AP position is already at a high level of precision. Simulations and experiments consistently confirm that the proposed AI-based filter significantly improves AP positioning accuracy, achieving decimeter-level precision even with only WiFi beacons operating on a 20MHz bandwidth."
reinforcement learning-assisted transmit signal power savings in variable bit-rate fronthaul,"The increasing bit-rate demands placed on the fronthaul from higher user rates and multiple antenna technologies will make the consideration of its power consumption an important issue. In this study, it is assumed that the fronthaul bit-rate can be reduced from the maximum required rate through prediction of the fronthaul traffic using deep reinforcement learning (DRL). Using such predictions, and benchmarked simulations of a discrete multitone (DMT) modulation electro-absorption modulator (EAM)-based optical fiber-link, as an example of a fronthaul transmission system, it is shown that the power reduction from reducing the transmitter signal power alongside the reduction in modulation level can be between 22.3% and 34.6% within a fixed bandwidth of 34 GHz and 18 GHz respectively. Such a transmitter could be built as a bandwidth variable transponder in a Flexible Ethernet fronthaul."
uav-enabled integrated sensing and communication: tracking design and optimization,"Integrated sensing and communications (ISAC) enabled by unmanned aerial vehicles (UAVs) is a promising technology to facilitate target tracking applications. In contrast to conventional UAV-based ISAC system designs that mainly focus on estimating the target position, the target velocity estimation also needs to be considered due to its crucial impacts on link maintenance and real-time response, which requires new designs on resource allocation and tracking scheme. In this letter, we propose an extended Kalman filtering-based tracking scheme for a UAV-enabled ISAC system where a UAV tracks a moving object and also communicates with a device attached to the object. Specifically, a weighted sum of predicted posterior Cramér-Rao bound (PCRB) for object relative position and velocity estimation is minimized by optimizing the UAV trajectory, where an efficient solution is obtained based on the successive convex approximation method. Furthermore, under a special case with the measurement mean square error (MSE), the optimal relative motion state is obtained and proved to keep a fixed elevation angle and zero relative velocity. Numerical results validate that the solution to the predicted PCRB minimization can be approximated by the optimal relative motion state when predicted measurement MSE dominates the predicted PCRBs, as well as the effectiveness of the proposed tracking scheme. Moreover, three interesting trade-offs on system performance resulted from the fixed elevation angle are illustrated."
optimal m-level two-sided ask for noncoherent simo wireless systems in a rician fading environment,"This letter presents a noncoherent single input multiple output wireless communication system, in which the transmitter utilizes a multi-level two-sided amplitude shift keying (ASK) modulation scheme to transmit data symbols over statistically independent Rician fading channels. The receiver applies a maximum likelihood detector to decode the received data. For the performance assessment of such a system, a series-form expression for the union bound on symbol error probability (SEP) is derived and a closed-form expression for the SEP is obtained by applying the central limit theorem when the number of receive antennas is sufficiently large. Moreover, an optimization framework is introduced to obtain optimal ASK constellation, minimizing the SEP under an average transmit energy constraint. The superior performance of the system in comparison with the traditional two-sided ASK constellation is corroborated via numerical results under various parameter configurations."
partitioned analog fountain codes for short packet communications,"Short analog fountain code (AFC) is a promising channel code for short packet communications, particularly in ultra-reliable and low latency communications (URLLC) scenarios. This letter proposes a short partitioned transmission strategy based on AFC (PT-AFC) to further enhance the error rate and latency performance of AFC at short block lengths. The key idea is to partition the information block into multiple short blocks, each being encoded using an AFC, and then concatenate the AFC coded symbols. The partitioning of the message allows for parallel decoding of various partitions at the receiver, which significantly reduces the overall latency. Additionally, this letter provides an analytical framework to minimize the number of short cycles in the bipartite graph of the respective code, where we determine an upper bound on the number of partitions, given the information block length and code rate. Simulation results show that PT-AFC outperforms existing AFC schemes with significantly reduced latency."
joint access points-user association and caching placement strategy for cell-free massive mimo systems based on soft actor-critic algorithm,"The joint optimization of APs-user association (AUA) and caching placement (CP) presents a promising method to mitigate the fronthaul overhead and reduce user-perceived latency in cell-free (CF) massive MIMO systems. However, previous studies have not considered the impact of deploying multiple access points (APs) and the user-centric nature of CF massive MIMO systems on joint schemes, while also lacking flexibility in managing caching and association resources. In this letter, we initially develop a latency model based on the collaborative caching and user-centric characteristic. We then formulate a long-term joint optimization problem for AUA and CP to minimize content delivery latency. A two-timescale soft actor-critic (SAC) deep reinforcement learning based algorithm is proposed to solve this NP-hard problem. To enhance the convergence of the SAC algorithm, we devise user clustering and cache partitioning schemes. Numerical results demonstrate that our proposed scheme exhibits reduced latency compared to the benchmark schemes, while efficiently utilizing fronthaul and caching resources."
two-stage based partial online optimization channel prediction for massive mimo in high-mobility,"In 5G massive multiple-input multiple-output (MIMO) systems, to decrease the pilot overhead, the pilot symbols are not transmitted in every slot, where the slot is the smallest resource allocation unit consisting of several OFDM symbols. For the channel state information (CSI) of the slots without pilot symbols, the channel prediction methods are needed. Although the existing channel prediction methods with online training or optimization can dynamically capture the changing channel in high mobility, abundant additional pilot symbols are required, which aggravate the pilot overhead. In this letter, without any additional pilot symbols, the partial online optimization channel prediction based on two-stage is proposed. In the first stage, with several historical CSI of the slots with pilot symbols, the CSI of the next slot in which the pilot symbols will be transmitted is predicted in advance. By reusing the existing pilot symbols in every several slots, the model parameters can keep being online optimized. In the second stage, combing the predicted CSI in the first stage and the CSI of few previous slots in which the pilot symbols were transmitted, the CSI of the slots without pilot symbols can be predicted via the interpolation operation. Numerical simulation results show that the proposed architecture can achieve high accurate channel prediction in high mobility scenarios without any additional pilot overhead."
capacity optimization for cell-free mimo systems with mean and covariance feedback,"This letter studies transmission optimization for cell-free multi-input multi-ouput (MIMO) systems over spatially-correlated Ricean fading channels, where the transmitter only has the statistical channel state information (CSI), i.e. mean and covariance matrices. The transmission covariance matrix is optimized to maximize the ergodic system capacity subject to per access point (AP) power constraints. We first present the Taylor expansion for a scalar function with Hermitian matrix variables, where the Hessian matrix of such function is derived. With it, a majorization-minimization (MM) based algorithm is then proposed to solve the problem, where a sequence of convex subproblems are created. For each subproblem, a surrogate objective function simpler than the original one is constructed so that at each iteration the closed-form solution can be derived. The proposed algorithm is able to converge to the global optimum, whose performance is also illustrated by simulation results."
enhanced uwb ranging utilizing denoising neural network,"This letter introduces a denoising-based two-way ranging (D-TWR) utilizing artificial intelligence (AI) for an ultra-wideband (UWB) indoor positioning system. The proposed D-TWR reduces the distance measurement error with a denoising neural network pre-trained on UWB channels in various indoor environments. The denoising model adopts an extended input layer comprising the TWR-measured distance and channel impulse response observations and infers the ground truth distance for UWB ranging. The experimental results provide insights into the performance of the proposed denoising AI model in various indoor environments. Furthermore, it was confirmed that our method can reduce the prediction error of the ranging distance by approximately 34.44% compared to the existing AI regression method, resulting in improved UWB positioning accuracy."
effects of micro-scale mobility and beam misalignment in on-body mmwave systems,"Wearable devices positioned on a human body have challenges in millimeter-wave (mmWave) communication due to micro-scale mobility, such as subtle shakes and rotations. These movements can compromise the radio link performance. It may be problematic for high-rate immersive applications, where this can lead to substantial degradation in the user’s quality of experience. In this letter, we propose a framework to quantify the impact of micro-scale mobility and beam misalignment on the performance of on-body mmWave links. Our findings reveal that for varying levels of beam misalignment, it is possible to adjust the antenna half-power beamwidth to enhance the data rates."
a novel scheduling strategy in priority-aware iot networks for age of information optimization,"We propose a novel scheduling strategy for prioritization-critical time-sensitive Internet of things (IoT) networks. The goal is to decrease the number of sensors with outdated information and minimize the difference between their age of information (AoI) and the specified limit, within a resource-constrained environment. The proposed approach relies on reformulating the original problem as a knapsack problem. This novel method is shown to outperform benchmarks to satisfy the needs of priority-aware IoT networks."
